id,lm,mu_eff_out,mu_t_out,ur,uz,x,y,z
182,0.5,0.99760988413677,0.99427655113677,0.43117479892972,2.3783331586313,0.40625,1.21875,0
198,0.5,1.0886058223819,1.0852724893819,0.47653177975073,2.5278550860895,0.40625,1.28125,0
214,0.5,1.1866422597969,1.1833089267969,0.52415660961279,2.6848531099205,0.40625,1.34375,0
230,0.5,1.2916763849917,1.2883430519917,0.5740492885159,2.8493272301245,0.40625,1.40625,0
246,0.5,1.4122206829437,1.4088873499437,0.62620981646007,3.0212774467014,0.40625,1.46875,0
7,0.5,0.16076029195456,0.15742695895456,0.027663040581292,1.2760522911334,0.46875,0.53125,0
23,0.5,0.15837243414926,0.15503910114926,0.034554870760714,1.3460262172275,0.46875,0.59375,0
39,0.5,0.16641768404779,0.16308435104779,0.042212459848961,1.4237750239988,0.46875,0.65625,0
55,0.5,0.18183531315688,0.17850198015688,0.050635807846033,1.5092987114472,0.46875,0.71875,0
71,0.5,0.20626438339694,0.20293105039694,0.059824914751929,1.6025972795727,0.46875,0.78125,0
87,0.5,0.24023069002963,0.23689735702963,0.06977978056665,1.7036707283754,0.46875,0.84375,0
103,0.5,0.28346872819708,0.28013539519708,0.080500405290196,1.8125190578551,0.46875,0.90625,0
119,0.5,0.33539876764429,0.33206543464429,0.091986788922566,1.929142268012,0.46875,0.96875,0
135,0.5,0.39543070110937,0.39209736810937,0.10423893146376,2.053540358846,0.46875,1.03125,0
151,0.5,0.46307763156403,0.45974429856403,0.11725683291378,2.1857133303572,0.46875,1.09375,0
167,0.5,0.53796996452287,0.53463663152287,0.13104049327263,2.3256611825455,0.46875,1.15625,0
183,0.5,0.61983594783176,0.61650261483176,0.14558991254029,2.4733839154109,0.46875,1.21875,0
199,0.5,0.70847730117308,0.70514396817308,0.16090509071679,2.6288815289534,0.46875,1.28125,0
215,0.5,0.80374876369089,0.80041543069089,0.17698602780211,2.7921540231731,0.46875,1.34375,0
231,0.5,0.9055428829779,0.9022095499779,0.19383272379625,2.9632013980699,0.46875,1.40625,0
247,0.5,1.0284159841102,1.0250826511102,0.21144517869922,3.1420236536438,0.46875,1.46875,0
8,0.5,0.16076029195456,0.15742695895456,-0.027663040581292,1.2760522911334,0.53125,0.53125,0
24,0.5,0.15837243414926,0.15503910114926,-0.034554870760714,1.3460262172275,0.53125,0.59375,0
40,0.5,0.16641768404779,0.16308435104779,-0.042212459848961,1.4237750239988,0.53125,0.65625,0
56,0.5,0.18183531315688,0.17850198015688,-0.050635807846033,1.5092987114472,0.53125,0.71875,0
72,0.5,0.20626438339694,0.20293105039694,-0.059824914751929,1.6025972795727,0.53125,0.78125,0
88,0.5,0.24023069002963,0.23689735702963,-0.06977978056665,1.7036707283754,0.53125,0.84375,0
104,0.5,0.28346872819708,0.28013539519708,-0.080500405290196,1.8125190578551,0.53125,0.90625,0
120,0.5,0.33539876764429,0.33206543464429,-0.091986788922566,1.929142268012,0.53125,0.96875,0
136,0.5,0.39543070110937,0.39209736810937,-0.10423893146376,2.053540358846,0.53125,1.03125,0
152,0.5,0.46307763156403,0.45974429856403,-0.11725683291378,2.1857133303572,0.53125,1.09375,0
168,0.5,0.53796996452287,0.53463663152287,-0.13104049327263,2.3256611825455,0.53125,1.15625,0
184,0.5,0.61983594783176,0.61650261483176,-0.14558991254029,2.4733839154109,0.53125,1.21875,0
200,0.5,0.70847730117308,0.70514396817308,-0.16090509071679,2.6288815289534,0.53125,1.28125,0
216,0.5,0.80374876369089,0.80041543069089,-0.17698602780211,2.7921540231731,0.53125,1.34375,0
232,0.5,0.9055428829779,0.9022095499779,-0.19383272379625,2.9632013980699,0.53125,1.40625,0
248,0.5,1.0284159841102,1.0250826511102,-0.21144517869922,3.1420236536438,0.53125,1.46875,0
9,0.5,0.43743601719058,0.43410268419058,-0.081926046607949,1.2270143172035,0.59375,0.53125,0
25,0.5,0.45815397541673,0.45482064241673,-0.1023366879774,1.2942991845597,0.59375,0.59375,0
41,0.5,0.4859014076831,0.4825680746831,-0.12501517838791,1.3690601482888,0.59375,0.65625,0
57,0.5,0.51815747176576,0.51482413876576,-0.14996151783946,1.4512972083907,0.59375,0.71875,0
73,0.5,0.55559294304996,0.55225961004996,-0.17717570633207,1.5410103648656,0.59375,0.78125,0
89,0.5,0.59878872108253,0.59545538808253,-0.20665774386573,1.6381996177134,0.59375,0.84375,0
105,0.5,0.64821304846915,0.64487971546915,-0.23840763044043,1.7428649669342,0.59375,0.90625,0
121,0.5,0.70421655486171,0.70088322186171,-0.27242536605619,1.8550064125278,0.59375,0.96875,0
137,0.5,0.76704118295235,0.76370784995235,-0.308710950713,1.9746239544943,0.59375,1.03125,0
153,0.5,0.83683741119843,0.83350407819843,-0.34726438441086,2.1017175928337,0.59375,1.09375,0
169,0.5,0.91368449043539,0.91035115743539,-0.38808566714976,2.2362873275461,0.59375,1.15625,0
185,0.5,0.99760988413677,0.99427655113677,-0.43117479892972,2.3783331586313,0.59375,1.21875,0
201,0.5,1.0886058223819,1.0852724893819,-0.47653177975073,2.5278550860895,0.59375,1.28125,0
217,0.5,1.1866422597969,1.1833089267969,-0.52415660961279,2.6848531099205,0.59375,1.34375,0
233,0.5,1.2916763849917,1.2883430519917,-0.5740492885159,2.8493272301245,0.59375,1.40625,0
249,0.5,1.4122206829437,1.4088873499437,-0.62620981646007,3.0212774467014,0.59375,1.46875,0
10,0.5,0.70394227302299,0.70060894002299,-0.13304068060812,1.130822871181,0.65625,0.53125,0
26,0.5,0.74135623386489,0.73802290086489,-0.1661857636662,1.1928329600805,0.65625,0.59375,0
42,0.5,0.78692714549065,0.78359381249065,-0.20301363373073,1.2617330588578,0.65625,0.65625,0
58,0.5,0.83754318901335,0.83420985601335,-0.24352429080171,1.3375231675127,0.65625,0.71875,0
74,0.5,0.89352846783752,0.89019513483752,-0.28771773487915,1.4202032860453,0.65625,0.78125,0
90,0.5,0.95518669778546,0.95185336478546,-0.33559396596304,1.5097734144557,0.65625,0.84375,0
106,0.5,1.0227903864289,1.0194570534289,-0.38715298405338,1.6062335527438,0.65625,0.90625,0
122,0.5,1.09657519187,1.09324185887,-0.44239478915018,1.7095837009097,0.65625,0.96875,0
138,0.5,1.1767383975409,1.1734050645409,-0.50131938125343,1.8198238589532,0.65625,1.03125,0
154,0.5,1.2634403454966,1.2601070124966,-0.56392676036313,1.9369540268745,0.65625,1.09375,0
170,0.5,1.3568077467165,1.3534744137165,-0.63021692647929,2.0609742046735,0.65625,1.15625,0
186,0.5,1.4569379704848,1.4536046374848,-0.7001898796019,2.1918843923502,0.65625,1.21875,0
202,0.5,1.5639036417685,1.5605703087685,-0.77384561973096,2.3296845899046,0.65625,1.28125,0
218,0.5,1.6777570961019,1.6744237631019,-0.85118414686647,2.4743747973367,0.65625,1.34375,0
234,0.5,1.7985344268195,1.7952010938195,-0.93220546100844,2.6259550146466,0.65625,1.40625,0
250,0.5,1.9297504816294,1.9264171486294,-1.0169095621569,2.7844252418342,0.65625,1.46875,0
11,0.5,0.94459187803558,0.94125854503558,-0.17904263586259,0.99117453639187,0.71875,0.53125,0
27,0.5,0.99633668531587,0.99300335231587,-0.22364841365535,1.0455268338939,0.71875,0.59375,0
43,0.5,1.0578532382528,1.0545199052528,-0.27321038898063,1.1059182755629,0.71875,0.65625,0
59,0.5,1.1253202599771,1.1219869269771,-0.32772856183845,1.1723488613988,0.71875,0.71875,0
75,0.5,1.1988835205085,1.1955501875085,-0.38720293222879,1.2448185914015,0.71875,0.78125,0
91,0.5,1.2786917324867,1.2753583994867,-0.45163350015166,1.3233274655712,0.71875,0.84375,0
107,0.5,1.3648890142834,1.3615556812834,-0.52102026560706,1.4078754839077,0.71875,0.90625,0
123,0.5,1.4576098924142,1.4542765594142,-0.59536322859498,1.4984626464112,0.71875,0.96875,0
139,0.5,1.5569763759156,1.5536430429156,-0.67466238911544,1.5950889530815,0.71875,1.03125,0
155,0.5,1.6630966168746,1.6597632838746,-0.75891774716842,1.6977544039187,0.71875,1.09375,0
171,0.5,1.7760647107991,1.7727313777991,-0.84812930275394,1.8064589989229,0.71875,1.15625,0
187,0.5,1.8959612597079,1.8926279267079,-0.94229705587198,1.9212027380939,0.71875,1.21875,0
203,0.5,2.0228543996343,2.0195210666343,-1.0414210065225,2.0419856214318,0.71875,1.28125,0
219,0.5,2.1568010699126,2.1534677369126,-1.1455011547056,2.1688076489367,0.71875,1.34375,0
235,0.5,2.2978483673041,2.2945150343041,-1.2545375004213,2.3016688206084,0.71875,1.40625,0
251,0.5,2.445948078999,2.442614745999,-1.3685300436694,2.440569136447,0.71875,1.46875,0
12,0.5,1.1494732829862,1.1461399499862,-0.21816408302913,0.81343592002624,0.78125,0.53125,0
28,0.5,1.2132091968372,1.2098758638372,-0.2725163805312,0.85804169781899,0.78125,0.59375,0
44,0.5,1.2882597645539,1.2849264315539,-0.33290782220016,0.90760367314428,0.78125,0.65625,0
60,0.5,1.3701492741343,1.3668159411343,-0.39933840803602,0.96212184600209,0.78125,0.71875,0
76,0.5,1.4589116128436,1.4555782798436,-0.47180813803878,1.0215962163924,0.78125,0.78125,0
92,0.5,1.554596694935,1.551263361935,-0.55031701220843,1.0860267843153,0.78125,0.84375,0
108,0.5,1.6572640762633,1.6539307432633,-0.63486503054498,1.1554135497707,0.78125,0.90625,0
124,0.5,1.7669779890674,1.7636446560674,-0.72545219304843,1.2297565127586,0.78125,0.96875,0
140,0.5,1.8838036684607,1.8804703354607,-0.82207849971877,1.3090556732791,0.78125,1.03125,0
156,0.5,2.0078047738076,2.0044714408076,-0.92474395055601,1.3933110313321,0.78125,1.09375,0
172,0.5,2.1390416905692,2.1357083575692,-1.0334485455601,1.4825225869176,0.78125,1.15625,0
188,0.5,2.2775705100014,2.2742371770014,-1.1481922847312,1.5766903400356,0.78125,1.21875,0
204,0.5,2.4234425103967,2.4201091773967,-1.2689751680691,1.6758142906862,0.78125,1.28125,0
220,0.5,2.5767039948662,2.5733706618662,-1.3957971955739,1.7798944388693,0.78125,1.34375,0
236,0.5,2.7373963714331,2.7340630384331,-1.5286583672456,1.8889307845849,0.78125,1.40625,0
252,0.5,2.9028968098089,2.8995634768089,-1.6675586830843,2.0029233278331,0.78125,1.46875,0
13,0.5,1.3105255708582,1.3071922378582,-0.24890160683269,0.60443741743412,0.84375,0.53125,0
29,0.5,1.3836149931713,1.3802816601713,-0.31091169573218,0.63758250049219,0.84375,0.59375,0
45,0.5,1.469289983828,1.465956650828,-0.3798117945094,0.67441037055673,0.84375,0.65625,0
61,0.5,1.5625428754851,1.5592095424851,-0.45560190316434,0.71492102762771,0.84375,0.71875,0
77,0.5,1.6633336346614,1.6600003016614,-0.53828202169699,0.75911447170515,0.84375,0.78125,0
93,0.5,1.7716467207144,1.7683133877144,-0.62785215010737,0.80699070278904,0.84375,0.84375,0
109,0.5,1.8874851562246,1.8841518232246,-0.72431228839548,0.85854972087938,0.84375,0.90625,0
125,0.5,2.0108654055087,2.0075320725087,-0.8276624365613,0.91379152597618,0.84375,0.96875,0
141,0.5,2.1418131533064,2.1384798203064,-0.93790259460484,0.97271611807943,0.84375,1.03125,0
157,0.5,2.2803599539618,2.2770266209618,-1.0550327625261,1.0353234971891,0.84375,1.09375,0
173,0.5,2.4265406575678,2.4232073245678,-1.1790529403251,1.1016136633053,0.84375,1.15625,0
189,0.5,2.5803914937897,2.5770581607897,-1.3099631280018,1.1715866164279,0.84375,1.21875,0
205,0.5,2.7419486912586,2.7386153582586,-1.4477633255562,1.245242356557,0.84375,1.28125,0
221,0.5,2.9112475199795,2.9079141869795,-1.5924535329884,1.3225808836925,0.84375,1.34375,0
237,0.5,3.0883216593187,3.0849883263187,-1.7440337502983,1.4036021978344,0.84375,1.40625,0
253,0.5,3.2687203120397,3.2653869790397,-1.9025039774859,1.4883062989829,0.84375,1.46875,0
14,0.5,1.4214868131056,1.4181534801056,-0.2700739814713,0.37221072386241,0.90625,0.53125,0
30,0.5,1.5009959942285,1.4976626612285,-0.33735884882747,0.39262136523187,0.90625,0.59375,0
46,0.5,1.5939860978664,1.5906527648664,-0.41211981255655,0.41529985564237,0.90625,0.65625,0
62,0.5,1.6950769859778,1.6917436529778,-0.49435687265853,0.44024619509393,0.90625,0.71875,0
78,0.5,1.8041824945657,1.8008491615657,-0.58407002913343,0.46746038358653,0.90625,0.78125,0
94,0.5,1.9212462470883,1.9179129140883,-0.68125928198123,0.49694242112019,0.90625,0.84375,0
110,0.5,2.0462359076038,2.0429025746038,-0.78592463120194,0.52869230769489,0.90625,0.90625,0
126,0.5,2.1791378953285,2.1758045623285,-0.89806607679556,0.56271004331065,0.90625,0.96875,0
142,0.5,2.3199527897233,2.3166194567233,-1.0176836187621,0.59899562796746,0.90625,1.03125,0
158,0.5,2.4686914950402,2.4653581620402,-1.1447772571015,0.63754906166532,0.90625,1.09375,0
174,0.5,2.6253721383155,2.6220388053155,-1.2793469918139,0.67837034440423,0.90625,1.15625,0
190,0.5,2.7900176255006,2.7866842925006,-1.4213928228991,0.72145947618419,0.90625,1.21875,0
206,0.5,2.9626537605459,2.9593204275459,-1.5709147503573,0.7668164570052,0.90625,1.28125,0
222,0.5,3.1433078298773,3.1399744968773,-1.7279127741883,0.81444128686726,0.90625,1.34375,0
238,0.5,3.332007561752,3.328674228752,-1.8923868943923,0.86433396577037,0.90625,1.40625,0
254,0.5,3.5231162224101,3.5197828894101,-2.0643371109692,0.91649449371453,0.90625,1.46875,0
15,0.5,1.4650925654691,1.4617592324691,-0.2808675644612,0.12568018091085,0.96875,0.53125,0
31,0.5,1.54729658608,1.54396325308,-0.35084149055534,0.13257201109028,0.96875,0.59375,0
47,0.5,1.643429712611,1.640096379611,-0.4285902973266,0.14022960017852,0.96875,0.65625,0
63,0.5,1.7478982928057,1.7445649598057,-0.51411398477499,0.14865294817559,0.96875,0.71875,0
79,0.5,1.860598085533,1.857264752533,-0.60741255290051,0.15784205508149,0.96875,0.78125,0
95,0.5,1.9814566462513,1.9781233132513,-0.70848600170316,0.16779692089621,0.96875,0.84375,0
111,0.5,2.1104276460509,2.1070943130509,-0.81733433118293,0.17851754561976,0.96875,0.90625,0
127,0.5,2.2474855212875,2.2441521882875,-0.93395754133983,0.19000392925213,0.96875,0.96875,0
143,0.5,2.3926207366916,2.3892874036916,-1.0583556321738,0.20225607179332,0.96875,1.03125,0
159,0.5,2.5458357684911,2.5425024354911,-1.190528603685,0.21527397324334,0.96875,1.09375,0
175,0.5,2.707141806539,2.703808473539,-1.3304764558733,0.22905763360219,0.96875,1.15625,0
191,0.5,2.8765561159407,2.8732227829407,-1.4781991887387,0.24360705286986,0.96875,1.21875,0
207,0.5,3.0540999723659,3.0507666393659,-1.6336968022812,0.25892223104635,0.96875,1.28125,0
223,0.5,3.2397970785106,3.2364637455106,-1.7969692965009,0.27500316813167,0.96875,1.34375,0
239,0.5,3.4336723733777,3.4303390403777,-1.9680166713977,0.29184986412581,0.96875,1.40625,0
255,0.5,3.6295334732208,3.6262001402208,-2.1468389269716,0.30946231902878,0.96875,1.46875,0
